state,crop,season,N,P,K,pH,water_requirement,soil,temperature_c,irrigation_method,input_cost_per_ha,yield_q_ha
Jammu & Kashmir,Bajra,Kharif,63,53,44,7.0,329,Red,25-32,Rainified,23256.81,10.5401
Jammu & Kashmir,Bajra,Kharif,69,42,38,7.3,482,Red,27-34,Rainified,22717.56,10.149117
Jammu & Kashmir,Bajra,Kharif,76,47,39,7.4,479,Red,25-34,Rainified,22695.74,9.8756
Jammu & Kashmir,Bajra,Kharif,67,37,40,7.1,516,Red,25-36,Rainified,22259.54,10.9754
Jammu & Kashmir,Barley,Rabi,64,29,20,7.1,314,Alluvial,10-20,Furrow,33249.44,28.09220899999994
Jammu & Kashmir,Barley,Rabi,62,27,22,7.3,319,Alluvial,8-19,Furrow,33278.73,25.402
Jammu & Kashmir,Barley,Rabi,65,27,19,7.4,326,Alluvial,11-21,Furrow,33440.87,26.6686
Jammu & Kashmir,Barley,Rabi,61,25,23,7.1,305,Alluvial,12-18,Furrow,33982.95,28.09220899999994
Jammu & Kashmir,Barley,Rabi,52,23,21,6.8,283,Alluvial,10-18,Furrow,33418.59,29.9791
Jammu & Kashmir,Barley,Rabi,63,25,26,7.3,298,Alluvial,12-18,Furrow,34242.18,25.4857
Jammu & Kashmir,Barley,Rabi,68,24,22,7.2,336,Alluvial,13-18,Furrow,33996.66,26.36343799999994
Jammu & Kashmir,Barley,Rabi,73,21,24,7.2,332,Alluvial,15-20,Furrow,34014.23,24.9647
Jammu & Kashmir,Barley,Rabi,72,24,24,7.6,346,Alluvial,12-19,Furrow,34066.39,26.8886
Jammu & Kashmir,Barley,Rabi,61,25,22,7.3,306,Alluvial,15-19,Furrow,34042.57,28.09220899999994
Jammu & Kashmir,Barley,Rabi,67,25,22,7.3,322,Alluvial,15-18,Furrow,33898.41,26.2111
Jammu & Kashmir,Barley,Rabi,55,25,25,7.0,277,Alluvial,15-20,Furrow,34419.57,29.8034
Jammu & Kashmir,Barley,Rabi,76,28,16,7.3,359,Alluvial,14-17,Furrow,34263.0,27.158760999999945
Jammu & Kashmir,Barley,Rabi,65,30,16,7.6,339,Alluvial,14-19,Furrow,33627.96,27.6646
Jammu & Kashmir,Barley,Rabi,78,31,14,7.1,371,Alluvial,13-17,Furrow,33701.2,27.206
Jammu & Kashmir,Barley,Rabi,54,30,18,7.0,382,Alluvial,14-20,Furrow,33201.49,28.09220899999994
Jammu & Kashmir,Barley,Rabi,51,30,20,6.7,359,Alluvial,13-18,Furrow,33345.91,26.739
Jammu & Kashmir,Barley,Rabi,46,32,20,7.2,362,Alluvial,13-18,Furrow,34088.25,29.1747
Jammu & Kashmir,Barley,Rabi,51,24,18,6.7,427,Alluvial,14-19,Furrow,33467.76,29.593523999999924
Jammu & Kashmir,Barley,Rabi,45,25,15,6.6,417,Alluvial,13-20,Furrow,32773.97,31.2507
Jammu & Kashmir,Barley,Rabi,52,27,17,6.8,391,Alluvial,15-21,Furrow,33216.01,26.6428
Jammu & Kashmir,Barley,Rabi,52,32,20,7.0,308,Red,11-17,Furrow,33170.96,22.665779999999977
Jammu & Kashmir,Barley,Rabi,59,33,21,7.1,316,Red,10-15,Furrow,33934.06,21.3601
Jammu & Kashmir,Barley,Rabi,45,31,20,6.6,320,Red,12-18,Furrow,33776.99,24.2984
Jammu & Kashmir,Barley,Rabi,51,30,22,6.6,393,Red,9-16,Furrow,34158.51,24.24252599999998
Jammu & Kashmir,Barley,Rabi,47,32,22,6.3,389,Red,9-16,Furrow,33506.49,23.8547
Jammu & Kashmir,Barley,Rabi,50,33,22,6.4,354,Red,8-18,Furrow,34255.76,26.1348
Jammu & Kashmir,Barley,Rabi,59,33,22,7.0,324,Red,12-21,Furrow,33991.5,22.665779999999977
Jammu & Kashmir,Barley,Rabi,64,29,21,6.8,294,Red,14-19,Furrow,34302.42,21.4512
Jammu & Kashmir,Barley,Rabi,54,31,20,6.7,336,Red,14-21,Furrow,33444.55,22.5016
Jammu & Kashmir,Barley,Rabi,62,30,20,7.3,321,Red,9-18,Furrow,33977.58,22.665779999999977
Jammu & Kashmir,Barley,Rabi,62,34,23,6.9,314,Red,9-19,Furrow,33796.0,23.0137
Jammu & Kashmir,Barley,Rabi,57,34,19,7.0,323,Red,8-19,Furrow,33566.22,21.9746
Jammu & Kashmir,Barley,Rabi,51,34,23,7.0,378,Red,11-19,Furrow,34052.67,22.665779999999977
Jammu & Kashmir,Barley,Rabi,57,33,22,6.7,360,Red,11-21,Furrow,33744.11,21.633
Jammu & Kashmir,Barley,Rabi,44,31,24,6.6,375,Red,13-19,Furrow,34256.0,23.6711
Jammu & Kashmir,Barley,Rabi,68,26,17,6.8,291,Red,13-18,Furrow,33955.21,23.39544199999998
Jammu & Kashmir,Barley,Rabi,76,29,17,6.8,265,Red,13-16,Furrow,33308.44,22.1306
Jammu & Kashmir,Barley,Rabi,58,29,18,6.6,300,Red,15-17,Furrow,33127.27,24.7542
Jammu & Kashmir,Barley,Rabi,53,27,20,7.4,354,Red,13-16,Furrow,33990.67,22.665779999999977
Jammu & Kashmir,Barley,Rabi,51,30,21,7.0,356,Red,11-18,Furrow,33876.82,24.2646
Jammu & Kashmir,Barley,Rabi,52,28,21,7.6,320,Red,13-15,Furrow,33504.48,22.104
Jammu & Kashmir,Cherry,Rabi,72,40,65,7.0,760,Alluvial,16-25,Drip,105002.43,63.600329
Jammu & Kashmir,Cherry,Rabi,75,37,59,7.4,819,Alluvial,14-24,Drip,103977.47,59.9296
Jammu & Kashmir,Cherry,Rabi,69,45,64,7.1,713,Alluvial,16-27,Drip,104610.01,59.37
Jammu & Kashmir,Cherry,Rabi,83,34,92,6.6,808,Alluvial,14-27,Drip,104261.35,64.37350799999999
Jammu & Kashmir,Cherry,Rabi,86,32,93,6.4,839,Alluvial,13-28,Drip,107525.67,61.8599
Jammu & Kashmir,Cherry,Rabi,77,31,81,6.2,825,Alluvial,14-27,Drip,107215.49,68.321
Jammu & Kashmir,Cherry,Rabi,103,37,92,6.1,759,Alluvial,16-22,Drip,108273.62,59.53850800000001
Jammu & Kashmir,Cherry,Rabi,95,41,104,6.3,821,Alluvial,15-21,Drip,107938.28,61.8103
Jammu & Kashmir,Cherry,Rabi,117,42,91,5.9,834,Alluvial,14-24,Drip,107008.68,65.0714
Jammu & Kashmir,Cherry,Rabi,80,36,95,7.1,655,Alluvial,14-25,Drip,108443.63,62.44379599999999
Jammu & Kashmir,Cherry,Rabi,84,40,84,7.2,669,Alluvial,16-25,Drip,107234.25,59.9294
Jammu & Kashmir,Cherry,Rabi,71,40,101,6.8,594,Alluvial,15-24,Drip,107247.62,57.737
Jammu & Kashmir,Cherry,Rabi,91,35,80,7.1,702,Alluvial,15-26,Drip,106505.69,58.056063000000016
Jammu & Kashmir,Cherry,Rabi,88,33,88,7.0,764,Alluvial,16-28,Drip,107119.33,62.7699
Jammu & Kashmir,Cherry,Rabi,97,31,69,6.9,684,Alluvial,14-24,Drip,104449.22,53.9315
Jammu & Kashmir,Cherry,Rabi,70,35,78,7.1,837,Alluvial,17-26,Drip,104246.13,50.24104600000004
Jammu & Kashmir,Cherry,Rabi,65,33,84,6.7,851,Alluvial,18-28,Drip,104914.36,47.2709
Jammu & Kashmir,Cherry,Rabi,71,37,77,7.2,795,Alluvial,18-27,Drip,103749.19,50.1384
Jammu & Kashmir,Cherry,Rabi,67,37,66,6.4,837,Alluvial,14-25,Drip,105244.15,44.71625000000004
Jammu & Kashmir,Cherry,Rabi,59,41,68,6.3,776,Alluvial,14-25,Drip,103890.64,40.6195
Jammu & Kashmir,Cherry,Rabi,58,38,69,6.3,866,Alluvial,13-23,Drip,107169.67,45.2419
Jammu & Kashmir,Cherry,Rabi,97,41,83,6.7,868,Red,15-25,Drip,105823.93,29.80637899999999
Jammu & Kashmir,Cherry,Rabi,109,43,89,7.0,806,Red,14-23,Drip,105508.44,32.524
Jammu & Kashmir,Cherry,Rabi,84,45,83,6.8,905,Red,15-23,Drip,105341.96,28.0195
Jammu & Kashmir,Cherry,Rabi,71,32,90,7.2,761,Red,11-23,Drip,105144.14,43.86514999999997
Jammu & Kashmir,Cherry,Rabi,80,31,102,6.9,732,Red,10-23,Drip,104594.75,43.8968
Jammu & Kashmir,Cherry,Rabi,64,32,94,7.6,703,Red,13-23,Drip,106526.69,40.8637
Jammu & Kashmir,Cherry,Rabi,83,39,83,7.1,839,Red,14-26,Drip,108018.23,51.67349199999997
Jammu & Kashmir,Cherry,Rabi,81,39,94,7.0,830,Red,12-28,Drip,107197.78,48.306
Jammu & Kashmir,Cherry,Rabi,90,40,82,7.5,911,Red,13-28,Drip,105388.59,49.3181
Jammu & Kashmir,Cherry,Rabi,84,43,74,6.7,792,Red,11-22,Drip,105812.88,31.393058
Jammu & Kashmir,Cherry,Rabi,74,47,73,6.3,860,Red,9-23,Drip,106572.21,33.3317
Jammu & Kashmir,Cherry,Rabi,84,45,69,6.9,806,Red,10-20,Drip,106981.36,33.0033
Jammu & Kashmir,Cherry,Rabi,73,29,74,6.6,669,Red,16-27,Drip,104756.18,37.77434299999999
Jammu & Kashmir,Cherry,Rabi,69,28,63,6.8,651,Red,14-27,Drip,102795.11,37.0253
Jammu & Kashmir,Cherry,Rabi,78,29,73,7.0,708,Red,14-28,Drip,105645.45,40.5939
Jammu & Kashmir,Cherry,Rabi,80,38,91,6.4,761,Red,15-27,Drip,106735.71,51.36176699999997
Jammu & Kashmir,Cherry,Rabi,84,38,80,6.4,816,Red,14-29,Drip,106977.58,47.6555
Jammu & Kashmir,Cherry,Rabi,82,42,88,6.3,815,Red,17-29,Drip,105566.42,49.6114
Jammu & Kashmir,Cherry,Rabi,91,32,82,7.2,891,Red,15-26,Drip,107261.33,51.67349199999997
Jammu & Kashmir,Cherry,Rabi,82,35,92,6.9,867,Red,15-24,Drip,106230.5,48.4125
Jammu & Kashmir,Cherry,Rabi,79,34,73,7.3,818,Red,15-25,Drip,105344.92,55.6345
Jammu & Kashmir,Jowar,Kharif,70,37,49,7.1,526,Black,18-30,Rainified,25371.53,167.6522529999998
Jammu & Kashmir,Jowar,Kharif,73,38,43,7.3,529,Black,18-29,Rainified,25200.65,167.2549
Jammu & Kashmir,Jowar,Kharif,61,42,50,6.7,569,Black,20-28,Rainified,26138.16,182.1708
Jammu & Kashmir,Jowar,Kharif,94,38,38,7.0,473,Black,20-31,Rainified,25067.72,19.03794300000002
Jammu & Kashmir,Jowar,Kharif,88,41,35,7.4,441,Black,18-31,Rainified,25684.61,20.2334
Jammu & Kashmir,Jowar,Kharif,98,36,35,6.9,441,Black,19-32,Rainified,25094.22,20.2416
Jammu & Kashmir,Jowar,Kharif,87,48,32,6.8,477,Black,21-30,Rainified,25664.95,18.503272000000013
Jammu & Kashmir,Jowar,Kharif,99,43,32,6.9,504,Black,22-32,Rainified,25763.2,16.9849
Jammu & Kashmir,Jowar,Kharif,76,45,35,6.9,496,Black,23-28,Rainified,25572.77,16.9285
Jammu & Kashmir,Jowar,Kharif,81,45,31,6.4,473,Black,22-34,Rainified,25670.58,14.340041000000015
Jammu & Kashmir,Jowar,Kharif,80,47,33,6.4,455,Black,20-33,Rainified,25039.07,14.6285
Jammu & Kashmir,Jowar,Kharif,89,48,32,6.6,428,Black,20-33,Rainified,25224.2,14.8454
Jammu & Kashmir,Jowar,Kharif,70,37,36,7.5,477,Black,16-29,Rainified,24974.34,14.027855000000011
Jammu & Kashmir,Jowar,Kharif,60,41,39,7.6,466,Black,18-30,Rainified,25087.12,13.0932
Jammu & Kashmir,Jowar,Kharif,64,38,33,7.6,436,Black,17-30,Rainified,25416.99,13.9836
Jammu & Kashmir,Jowar,Kharif,85,38,41,6.8,367,Black,18-34,Rainified,25342.9,20.289106
Jammu & Kashmir,Jowar,Kharif,86,42,46,6.8,388,Black,18-34,Rainified,26039.7,21.9886
Jammu & Kashmir,Jowar,Kharif,92,41,35,6.5,389,Black,18-33,Rainified,25776.66,20.4675
Jammu & Kashmir,Jowar,Kharif,71,42,47,7.3,410,Black,20-34,Rainified,25814.56,256.9320359999997
Jammu & Kashmir,Jowar,Kharif,75,44,48,7.0,403,Black,21-34,Rainified,26179.6,263.8365
Jammu & Kashmir,Jowar,Kharif,65,47,51,7.4,426,Black,20-34,Rainified,25720.28,276.1885
Jammu & Kashmir,Jowar,Kharif,87,48,32,7.3,470,Red,22-32,Rainified,25267.23,16.309154000000007
Jammu & Kashmir,Jowar,Kharif,98,42,27,7.5,488,Red,21-34,Rainified,25665.91,15.2447
Jammu & Kashmir,Jowar,Kharif,92,50,35,7.2,509,Red,20-33,Rainified,25787.54,15.666
Jammu & Kashmir,Jowar,Kharif,86,31,39,7.7,428,Red,22-31,Rainified,24911.01,17.430490999999996
Jammu & Kashmir,Jowar,Kharif,98,29,37,7.4,436,Red,23-33,Rainified,25602.24,18.0473
Jammu & Kashmir,Jowar,Kharif,80,35,40,8.0,459,Red,24-31,Rainified,25481.77,18.9923
Jammu & Kashmir,Jowar,Kharif,90,43,36,6.6,412,Red,23-32,Rainified,25356.27,23.636944
Jammu & Kashmir,Jowar,Kharif,88,37,31,6.8,373,Red,25-33,Rainified,25658.28,24.8301
Jammu & Kashmir,Jowar,Kharif,103,38,31,6.8,433,Red,21-32,Rainified,25066.0,24.1919
Jammu & Kashmir,Jowar,Kharif,93,49,40,6.9,438,Red,19-35,Rainified,26021.27,15.230185000000006
Jammu & Kashmir,Jowar,Kharif,86,50,37,7.1,430,Red,18-34,Rainified,25891.89,14.677
Jammu & Kashmir,Jowar,Kharif,82,52,36,6.5,469,Red,19-35,Rainified,26176.58,15.9457
Jammu & Kashmir,Jowar,Kharif,101,47,41,6.5,451,Red,19-32,Rainified,25454.82,23.603936
Jammu & Kashmir,Jowar,Kharif,88,50,36,6.4,463,Red,18-33,Rainified,25374.28,22.757
Jammu & Kashmir,Jowar,Kharif,99,48,35,6.3,431,Red,19-34,Rainified,26261.7,24.093
Jammu & Kashmir,Jowar,Kharif,88,40,42,6.4,557,Red,18-32,Rainified,25653.62,21.049354
Jammu & Kashmir,Jowar,Kharif,84,35,46,6.3,528,Red,16-32,Rainified,25748.71,22.2147
Jammu & Kashmir,Jowar,Kharif,81,40,43,6.5,602,Red,20-33,Rainified,25499.48,22.1336
Jammu & Kashmir,Jowar,Kharif,97,32,46,7.1,444,Red,17-32,Rainified,25528.31,175.86838599999987
Jammu & Kashmir,Jowar,Kharif,110,37,53,7.4,452,Red,18-33,Rainified,25667.55,167.4072
Jammu & Kashmir,Jowar,Kharif,97,35,51,7.0,414,Red,19-33,Rainified,25544.28,167.723
Jammu & Kashmir,Jowar,Kharif,68,45,44,6.6,510,Alluvial,21-30,Rainified,25992.41,218.31005399999987
Jammu & Kashmir,Jowar,Kharif,66,40,48,6.5,489,Alluvial,21-28,Rainified,25587.17,219.443
Jammu & Kashmir,Jowar,Kharif,74,39,38,6.9,538,Alluvial,21-28,Rainified,25609.46,201.9568
Jammu & Kashmir,Jowar,Kharif,97,41,32,6.7,416,Alluvial,18-30,Rainified,25168.95,23.98512700000001
Jammu & Kashmir,Jowar,Kharif,107,39,29,7.1,383,Alluvial,16-32,Rainified,25383.13,24.4972
Jammu & Kashmir,Jowar,Kharif,93,47,29,6.9,428,Alluvial,18-29,Rainified,25613.31,22.5902
Jammu & Kashmir,Jowar,Kharif,83,36,34,7.0,440,Alluvial,19-31,Rainified,25327.03,19.097856000000025
Jammu & Kashmir,Jowar,Kharif,74,38,38,6.7,429,Alluvial,17-31,Rainified,24935.41,18.5474
Jammu & Kashmir,Jowar,Kharif,78,31,31,6.8,406,Alluvial,18-29,Rainified,25488.92,17.7346
Jammu & Kashmir,Jowar,Kharif,81,32,39,7.0,494,Alluvial,19-33,Rainified,24850.21,12.45773499999999
Jammu & Kashmir,Jowar,Kharif,90,35,36,6.7,461,Alluvial,18-33,Rainified,25444.76,11.5398
Jammu & Kashmir,Jowar,Kharif,84,32,35,6.7,465,Alluvial,20-33,Rainified,25465.96,11.3287
Jammu & Kashmir,Jowar,Kharif,64,36,36,7.2,455,Alluvial,22-33,Rainified,24732.04,11.88032799999999
Jammu & Kashmir,Jowar,Kharif,68,33,33,7.5,416,Alluvial,20-34,Rainified,24909.63,10.885
Jammu & Kashmir,Jowar,Kharif,63,36,31,7.1,483,Alluvial,21-33,Rainified,25475.67,12.5704
Jammu & Kashmir,Jowar,Kharif,65,38,43,6.9,515,Alluvial,17-31,Rainified,25891.41,13.034019999999993
Jammu & Kashmir,Jowar,Kharif,66,34,40,6.9,477,Alluvial,17-32,Rainified,25076.63,11.7696
Jammu & Kashmir,Jowar,Kharif,64,41,46,7.1,488,Alluvial,17-31,Rainified,25138.79,13.3744
Jammu & Kashmir,Jowar,Kharif,94,35,42,6.7,533,Alluvial,20-29,Rainified,25890.15,221.73612399999988
Jammu & Kashmir,Jowar,Kharif,99,35,37,6.9,512,Alluvial,18-28,Rainified,24994.86,229.0469
Jammu & Kashmir,Jowar,Kharif,105,39,36,6.7,483,Alluvial,19-30,Rainified,25881.19,212.0737
Jammu & Kashmir,Maize,Kharif,102,69,46,6.7,598,Alluvial,15-27,Rainified,36066.54,40.28002500000003
Jammu & Kashmir,Maize,Kharif,93,72,48,6.8,553,Alluvial,17-27,Rainified,36374.55,38.459
Jammu & Kashmir,Maize,Kharif,116,67,52,7.0,586,Alluvial,15-29,Rainified,35413.85,43.9132
Jammu & Kashmir,Maize,Kharif,104,59,43,6.8,644,Alluvial,21-27,Rainified,34808.15,40.18575400000004
Jammu & Kashmir,Maize,Kharif,114,57,40,7.1,609,Alluvial,23-29,Rainified,34687.14,37.1607
Jammu & Kashmir,Maize,Kharif,114,59,42,6.5,689,Alluvial,22-25,Rainified,35349.62,37.7046
Jammu & Kashmir,Maize,Kharif,107,71,35,6.7,557,Alluvial,16-23,Rainified,34871.7,40.14798900000003
Jammu & Kashmir,Maize,Kharif,114,62,39,6.7,581,Alluvial,16-25,Rainified,35380.92,43.8037
Jammu & Kashmir,Maize,Kharif,96,65,38,6.4,545,Alluvial,16-23,Rainified,35987.61,36.1718
Jammu & Kashmir,Maize,Kharif,95,69,33,6.2,551,Alluvial,18-25,Rainified,34567.76,42.46332400000002
Jammu & Kashmir,Maize,Kharif,103,70,31,6.5,518,Alluvial,17-27,Rainified,35156.81,46.7072
Jammu & Kashmir,Maize,Kharif,99,62,34,6.0,504,Alluvial,18-24,Rainified,34672.04,45.5731
Jammu & Kashmir,Maize,Kharif,129,48,34,6.7,612,Alluvial,18-25,Rainified,34585.07,44.762348000000046
Jammu & Kashmir,Maize,Kharif,140,46,34,6.4,568,Alluvial,20-23,Rainified,35660.77,47.5687
Jammu & Kashmir,Maize,Kharif,115,55,33,7.0,586,Alluvial,16-25,Rainified,35527.16,47.2121
Jammu & Kashmir,Maize,Kharif,120,62,36,6.7,648,Alluvial,18-26,Rainified,35913.59,40.14798900000003
Jammu & Kashmir,Maize,Kharif,126,61,39,6.6,649,Alluvial,17-25,Rainified,35897.59,42.4417
Jammu & Kashmir,Maize,Kharif,102,65,38,7.0,680,Alluvial,17-27,Rainified,35980.24,39.821
Jammu & Kashmir,Maize,Kharif,104,56,45,6.4,713,Alluvial,18-26,Rainified,35587.19,40.476691000000045
Jammu & Kashmir,Maize,Kharif,110,53,49,6.6,649,Alluvial,18-28,Rainified,35737.34,40.9269
Jammu & Kashmir,Maize,Kharif,100,59,50,6.0,767,Alluvial,18-28,Rainified,36207.43,37.1784
Jammu & Kashmir,Maize,Kharif,107,51,42,6.1,729,Red,20-30,Rainified,35218.02,29.787477000000003
Jammu & Kashmir,Maize,Kharif,96,46,40,6.1,706,Red,19-28,Rainified,34726.77,29.4994
Jammu & Kashmir,Maize,Kharif,115,51,42,6.5,769,Red,20-29,Rainified,35703.72,32.1398
Jammu & Kashmir,Maize,Kharif,99,62,45,6.0,680,Red,18-28,Rainified,35632.63,91.71550299999996
Jammu & Kashmir,Maize,Kharif,104,71,40,5.7,682,Red,17-30,Rainified,36242.63,86.0924
Jammu & Kashmir,Maize,Kharif,99,61,41,5.6,653,Red,17-26,Rainified,35534.0,93.4418
Jammu & Kashmir,Maize,Kharif,110,49,47,6.7,563,Red,18-24,Rainified,35795.46,33.009654999999995
Jammu & Kashmir,Maize,Kharif,104,44,52,6.5,606,Red,17-25,Rainified,35319.29,34.9601
Jammu & Kashmir,Maize,Kharif,97,52,49,6.8,537,Red,16-23,Rainified,34816.12,35.8623
Jammu & Kashmir,Maize,Kharif,112,58,47,6.6,620,Red,15-26,Rainified,35667.49,93.599358
Jammu & Kashmir,Maize,Kharif,117,52,53,6.6,672,Red,16-28,Rainified,35211.19,99.6409
Jammu & Kashmir,Maize,Kharif,122,59,45,6.5,590,Red,15-28,Rainified,35702.58,85.9013
Jammu & Kashmir,Maize,Kharif,103,51,33,6.3,602,Red,16-25,Rainified,35165.27,32.690988000000004
Jammu & Kashmir,Maize,Kharif,112,54,34,6.3,553,Red,16-27,Rainified,35573.05,30.6647
Jammu & Kashmir,Maize,Kharif,116,47,33,6.4,626,Red,18-27,Rainified,34558.04,29.8159
Jammu & Kashmir,Maize,Kharif,94,55,34,6.1,626,Red,18-26,Rainified,34378.04,24.29287
Jammu & Kashmir,Maize,Kharif,106,56,36,6.4,630,Red,16-26,Rainified,35462.89,21.9645
Jammu & Kashmir,Maize,Kharif,92,58,32,5.8,616,Red,20-28,Rainified,34527.74,22.4163
Jammu & Kashmir,Maize,Kharif,137,58,42,6.6,661,Red,16-26,Rainified,35820.9,29.559146
Jammu & Kashmir,Maize,Kharif,151,60,37,6.2,621,Red,17-26,Rainified,35040.35,28.9247
Jammu & Kashmir,Maize,Kharif,156,59,48,6.4,651,Red,18-27,Rainified,35659.42,31.4768
Jammu & Kashmir,Maize,Rabi,151,71,45,6.1,548,Alluvial,17-28,Furrow,41553.33,42.45344500000001
Jammu & Kashmir,Maize,Rabi,143,77,43,6.0,584,Alluvial,15-27,Furrow,41559.2,38.3241
Jammu & Kashmir,Maize,Rabi,172,79,42,6.3,540,Alluvial,16-27,Furrow,42149.03,39.2456
Jammu & Kashmir,Maize,Rabi,94,52,51,7.0,659,Alluvial,16-25,Furrow,41614.78,114.27303499999996
Jammu & Kashmir,Maize,Rabi,85,48,49,7.2,677,Alluvial,17-24,Furrow,40280.38,103.1764
Jammu & Kashmir,Maize,Rabi,82,51,45,6.7,607,Alluvial,16-23,Furrow,40517.89,114.2223
Jammu & Kashmir,Maize,Rabi,121,66,49,6.1,630,Alluvial,19-30,Furrow,42277.05,95.18547899999996
Jammu & Kashmir,Maize,Rabi,128,66,54,6.2,676,Alluvial,17-30,Furrow,42464.11,102.9532
Jammu & Kashmir,Maize,Rabi,110,66,53,6.4,586,Alluvial,21-30,Furrow,41219.01,87.2617
Jammu & Kashmir,Maize,Rabi,130,55,48,6.5,562,Alluvial,18-26,Furrow,41534.44,110.79247999999995
Jammu & Kashmir,Maize,Rabi,126,50,47,6.4,571,Alluvial,20-24,Furrow,42170.25,121.3401
Jammu & Kashmir,Maize,Rabi,118,61,50,6.8,510,Alluvial,17-25,Furrow,42128.69,119.7169
Jammu & Kashmir,Maize,Rabi,95,48,42,6.0,642,Alluvial,19-28,Furrow,40556.57,44.75246900000004
Jammu & Kashmir,Maize,Rabi,102,54,47,5.7,652,Alluvial,21-30,Furrow,41970.48,47.5167
Jammu & Kashmir,Maize,Rabi,99,42,37,6.3,652,Alluvial,19-28,Furrow,40370.7,49.0341
Jammu & Kashmir,Maize,Rabi,155,49,41,6.9,647,Alluvial,17-27,Furrow,42093.28,41.90290700000004
Jammu & Kashmir,Maize,Rabi,138,56,42,6.9,583,Alluvial,18-28,Furrow,41323.62,41.0887
Jammu & Kashmir,Maize,Rabi,176,44,40,6.9,588,Alluvial,18-25,Furrow,41320.8,41.0753
Jammu & Kashmir,Maize,Rabi,132,58,42,6.6,568,Alluvial,18-24,Furrow,41352.06,40.46681200000004
Jammu & Kashmir,Maize,Rabi,149,55,47,6.9,600,Alluvial,19-24,Furrow,42224.52,41.4121
Jammu & Kashmir,Maize,Rabi,112,63,42,6.6,611,Alluvial,17-23,Furrow,41999.86,37.2791
Jammu & Kashmir,Maize,Rabi,136,52,30,7.1,561,Red,16-26,Furrow,40455.58,30.616352000000006
Jammu & Kashmir,Maize,Rabi,141,51,31,7.5,585,Red,17-27,Furrow,40641.3,29.672
Jammu & Kashmir,Maize,Rabi,132,48,27,7.4,510,Red,17-26,Furrow,40506.85,31.2753
Jammu & Kashmir,Maize,Rabi,103,67,35,7.0,699,Red,17-25,Furrow,41079.65,29.704581000000008
Jammu & Kashmir,Maize,Rabi,94,61,33,7.2,633,Red,17-26,Furrow,41260.86,28.6748
Jammu & Kashmir,Maize,Rabi,90,74,36,6.8,719,Red,18-23,Furrow,41745.51,30.1404
Jammu & Kashmir,Maize,Rabi,114,55,43,7.1,670,Red,18-28,Furrow,41249.88,29.634886000000005
Jammu & Kashmir,Maize,Rabi,108,55,46,7.3,684,Red,20-26,Furrow,41654.48,30.2006
Jammu & Kashmir,Maize,Rabi,105,59,40,7.3,687,Red,17-30,Furrow,41492.66,30.9207
Jammu & Kashmir,Maize,Rabi,100,69,39,6.6,509,Red,15-26,Furrow,40796.22,29.79757900000001
Jammu & Kashmir,Maize,Rabi,112,70,41,6.9,558,Red,13-28,Furrow,40813.9,26.9262
Jammu & Kashmir,Maize,Rabi,111,72,38,6.3,520,Red,17-28,Furrow,41854.59,32.5109
Jammu & Kashmir,Maize,Rabi,116,66,41,6.7,587,Red,19-24,Furrow,41117.94,84.10032199999998
Jammu & Kashmir,Maize,Rabi,109,68,44,6.9,586,Red,21-22,Furrow,41241.78,84.6558
Jammu & Kashmir,Maize,Rabi,114,59,38,6.6,531,Red,21-23,Furrow,40674.09,89.0092
Jammu & Kashmir,Maize,Rabi,117,61,43,6.9,637,Red,16-27,Furrow,41619.21,29.634886000000005
Jammu & Kashmir,Maize,Rabi,133,58,49,7.0,698,Red,17-27,Furrow,41910.81,27.1782
Jammu & Kashmir,Maize,Rabi,102,57,44,6.6,622,Red,16-26,Furrow,41177.24,29.3641
Jammu & Kashmir,Maize,Rabi,121,55,44,6.2,633,Red,17-24,Furrow,41405.3,80.00664799999996
Jammu & Kashmir,Maize,Rabi,103,52,39,6.3,602,Red,17-23,Furrow,40748.49,76.11
Jammu & Kashmir,Maize,Rabi,128,55,39,6.5,639,Red,16-25,Furrow,41360.67,77.0096
Jammu & Kashmir,Peach,Rabi,80,38,81,6.9,733,Alluvial,14-30,Drip,95192.66,112.93049699999996
Jammu & Kashmir,Peach,Rabi,76,40,82,6.5,685,Alluvial,12-30,Drip,91913.06,114.66
Jammu & Kashmir,Peach,Rabi,76,43,87,6.9,689,Alluvial,12-31,Drip,95349.6,109.7986
Jammu & Kashmir,Peach,Rabi,80,41,94,7.5,778,Alluvial,12-29,Drip,95274.21,86.787811
Jammu & Kashmir,Peach,Rabi,81,42,88,7.5,757,Alluvial,10-29,Drip,92297.28,81.1102
Jammu & Kashmir,Peach,Rabi,87,43,102,7.2,704,Alluvial,13-28,Drip,94151.6,80.7371
Jammu & Kashmir,Peach,Rabi,71,42,98,7.2,811,Alluvial,14-28,Drip,92386.73,88.12818199999998
Jammu & Kashmir,Peach,Rabi,64,39,102,6.9,820,Alluvial,16-29,Drip,92667.01,81.3467
Jammu & Kashmir,Peach,Rabi,70,38,89,6.9,868,Alluvial,15-28,Drip,92289.16,81.0394
Jammu & Kashmir,Peach,Rabi,70,32,67,7.0,776,Alluvial,15-29,Drip,90798.14,68.86841199999999
Jammu & Kashmir,Peach,Rabi,60,32,67,7.3,759,Alluvial,14-27,Drip,92434.35,63.5093
Jammu & Kashmir,Peach,Rabi,77,29,77,7.0,720,Alluvial,15-28,Drip,93565.93,70.6689
